NOTCH








--NODE_NAME	NODE_ID	NODE_TYPE	PARENT_ID	POSX	POSY	WIDTH	HEIGHT--
d52477f1-5ebe-485f-b007-8e445c03f5af	4cfaf6cc-0068-4431-a292-c0ace73d7afa	d869f0ff-6fc7-43f9-9534-6ba3d770171e	ACTIVATES			
9883e22a-84e6-426a-8176-5c906bc5b968	53842967-c867-41e7-bad1-341be2c16a14	d869f0ff-6fc7-43f9-9534-6ba3d770171e	ACTIVATES			
d88c19c3-0a11-46f9-bfa5-f78a3e376424	40ef6465-8457-4058-b11d-5240e87af592	d869f0ff-6fc7-43f9-9534-6ba3d770171e	ACTIVATES			
b66680b8-8fed-4d16-ae14-81d722bba6eb	d72b43b4-5116-44b1-9ae0-55c760c39929	d869f0ff-6fc7-43f9-9534-6ba3d770171e	ACTIVATES			
43b43436-d4a2-45fb-94ce-d1685e4541a6	9f4a5ebc-0b35-4f3d-ac5a-531e1ece19a8	d869f0ff-6fc7-43f9-9534-6ba3d770171e	ACTIVATES			
f6bf84c8-917e-4574-a7fe-7ca8a4d781d6	d869f0ff-6fc7-43f9-9534-6ba3d770171e	2908183b-f02c-403f-91ee-a675b0a67d40	INHIBITS			
40a4104d-e4a2-43fd-a623-f051be239874	e8965c24-9ef7-4cd9-be74-7f2b7cce569e	2908183b-f02c-403f-91ee-a675b0a67d40	INHIBITS			
8a937555-e2f4-4174-bf5a-7838167f603e	e238834a-eca9-446e-9d9b-043f8e1c8f8c	2908183b-f02c-403f-91ee-a675b0a67d40	INHIBITS			
80b2240b-675e-4c57-9df3-19938763a1a2	2b861d36-1bf5-4770-93c8-892df514445d	2908183b-f02c-403f-91ee-a675b0a67d40	INHIBITS			
da5a1efa-1509-4d62-9361-d46c53db8b75	2908183b-f02c-403f-91ee-a675b0a67d40	b28e6488-a7c1-425c-acd8-0c13a0ae8a1a	ACTIVATES			
105725f2-6a9d-42f1-8409-a5c43587ad37	b28e6488-a7c1-425c-acd8-0c13a0ae8a1a	f63e24e5-646b-49ef-a71e-03307e1bb2c0	ACTIVATES			
0a03ccf2-af83-428a-b1aa-4ab91c7d7d18	518bdfa5-5ee2-48d5-a61a-1d72235bdf87	2908183b-f02c-403f-91ee-a675b0a67d40	ACTIVATES			(3428.9447219023564;4355.841539126615)(3428.9447219023577;4770.939267795894)
3ad179a9-dc10-4b20-858e-af9fd9dc6ce0	a141918a-bfed-4872-96c8-be1063ff1810	ace6a12b-3aca-48f6-9931-b9610024e823	ACTIVATES			(3920.457491345212;5079.218470222846)(4260.28115973739;5078.158252669981)(4260.115372594752;4394.6732673294355)(5269.509720510862;4399.498305392534)
